id,escalated_property,escalated_holistic,A_Sentential,A_Normative,A_Referential,A_Process,A_Data,A_Human,A_Atomicity,B_Sentential,B_Normative,B_Referential,B_Process,B_Data,B_Human,B_Atomicity,M_Sentential,M_Normative,M_Referential,M_Process,M_Data,M_Human,M_Atomicity,A3_Completeness,A3_SelfSufficiency,A3_Atomicity3,M3_Completeness,M3_SelfSufficiency,M3_Atomicity3,Ah_Verdict,Mh_Verdict,A1_verdict,A2_verdict,A3_verdict,A4_verdict,A3_check_failed,A3_check_failures,A4_check_failed,A4_check_failures
520,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,Atomic,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
521,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
522,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
523,0,0,Complete,P,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;LT4_gate
524,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
525,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
526,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
527,0,0,Complete,P,Incomplete,Independent,Dependent,Independent,,Complete,P,Incomplete,Independent,Dependent,Independent,,Complete,P,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
528,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
529,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
530,1,0,Complete,Y,Incomplete,Dependent,Independent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
531,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
532,0,0,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
533,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
534,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
535,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,Compound,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,Compound,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
536,1,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,Compound,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,Compound,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
537,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,0,
538,1,0,Complete,N,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,LT4_gate
539,1,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,Compound,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,Compound,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
540,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
541,0,1,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,No,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
542,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
543,0,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch;selfsuff_mismatch
544,1,1,Complete,P,Incomplete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,P,Incomplete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,No,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
545,1,1,Complete,P,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,No,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
546,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,Atomic,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,LT4_gate,0,
547,0,0,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
548,1,0,Complete,N,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch;selfsuff_mismatch
549,0,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
550,0,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
551,0,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch;selfsuff_mismatch
552,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,Atomic,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,LT4_gate,0,
553,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
554,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
555,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
556,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
557,1,0,Complete,Y,Complete,Independent,Independent,Dependent,Compound,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,No,,Incomplete,No,,No,No,No,No,No,No,1,LT4_gate,1,completeness_mismatch;LT4_gate
558,1,1,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,No,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
559,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
560,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,No,Atomic,Complete,No,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
561,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
562,1,0,Complete,P,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch;selfsuff_mismatch
563,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
564,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
565,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
566,1,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,N,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;LT4_gate
567,1,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Incomplete,Independent,Dependent,Independent,,Complete,P,Incomplete,Independent,Independent,Independent,,Complete,No,,Complete,,,No,No,No,No,No,No,1,completeness_mismatch;selfsuff_mismatch,1,completeness_mismatch;selfsuff_mismatch
568,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
569,1,0,Incomplete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
570,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
571,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
572,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
573,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
574,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
575,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
576,1,0,Incomplete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch
577,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
578,1,0,Complete,N,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Incomplete,Dependent,Independent,Independent,,Complete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,0,
579,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
580,1,0,Incomplete,N,Complete,Independent,Independent,Independent,,Complete,N,Incomplete,Independent,Dependent,Independent,,Complete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
581,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
582,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
583,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
584,0,1,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
585,1,0,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
586,1,1,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Incomplete,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,No,,Complete,Yes,Compound,No,Yes,No,No,No,No,1,completeness_mismatch,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch
587,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
588,1,0,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Dependent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate
589,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
590,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Independent,Independent,,Complete,Y,Incomplete,Dependent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
591,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,P,Incomplete,Dependent,Dependent,Dependent,,Complete,P,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
592,1,0,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,Yes,Atomic,Complete,No,,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch;LT4_gate,1,LT4_gate
593,1,0,Complete,Y,Complete,Dependent,Dependent,Dependent,Atomic,Complete,Y,Complete,Dependent,Independent,Dependent,Atomic,Complete,Y,Complete,Dependent,Independent,Dependent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
594,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Incomplete,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
595,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Incomplete,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
596,1,0,Complete,Y,Complete,Independent,Independent,Dependent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;holistic_vs_three
597,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Dependent,Incomplete,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
598,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
599,1,0,Complete,Y,Complete,Independent,Independent,Dependent,Compound,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,No,No,No,Yes,No,Yes,1,selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;holistic_vs_three
600,1,0,Complete,N,Incomplete,Dependent,Dependent,Dependent,,Complete,N,Incomplete,Dependent,Incomplete,Dependent,,Complete,N,Incomplete,Dependent,Independent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
601,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
602,1,0,Complete,N,Incomplete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Incomplete,Independent,Independent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
603,1,0,Incomplete,N,,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
604,1,0,Incomplete,N,,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
605,1,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,0,
606,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,Y,Incomplete,Dependent,Independent,Independent,,Incomplete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,0,,0,
607,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
608,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,,,Incomplete,,,No,No,No,No,No,No,0,,0,
609,1,0,Incomplete,N,,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
610,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,,,Incomplete,,,No,No,No,No,No,No,0,,0,
611,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,0,,0,
612,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
613,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Incomplete,,,Incomplete,No,,No,No,No,No,No,No,0,,0,
